task_id,difficulty_level,task_title,task_description,expected_output,evaluation_criteria
DS-H-002,Hard,Delete Node from Binary Search Tree,"This task focuses on implementing node deletion in a Binary Search Tree, which is more complex than insertion. This operation is important because real systems require removal of records while maintaining structure. Step by step, handle deletion cases including leaf node, node with one child, and node with two children. Hint: For nodes with two children, replace with inorder successor or predecessor.",Node deleted correctly while BST properties remain intact,"Correct handling of all deletion cases, tree integrity"
DS-H-003,Hard,Validate a Binary Search Tree,"In this task, you will verify whether a given binary tree satisfies Binary Search Tree properties. Validation is important in systems where tree data may be modified dynamically. Step by step, traverse the tree and ensure each node falls within valid value ranges. Hint: Use min and max constraints during recursion.",BST validity correctly determined,"Accurate validation logic, efficient traversal"
DS-H-004,Hard,Find Lowest Common Ancestor in BST,"This task requires finding the lowest common ancestor (LCA) of two nodes in a BST. LCAs are used in hierarchical systems such as file directories and access control trees. Step by step, traverse the BST based on node values until the split point is found. Hint: Use BST ordering to optimize traversal.",Correct LCA identified,"Efficient logic, correct node comparison"
DS-H-005,Hard,Convert Sorted Array into Balanced BST,"In this task, you will convert a sorted array into a height-balanced Binary Search Tree. Balanced trees improve search performance. Step by step, select middle element as root and recursively build left and right subtrees. Hint: Divide array into halves recursively.",Balanced BST constructed successfully,"Tree balance, correct recursive logic"
DS-H-006,Hard,Implement AVL Tree Insertion,"This task introduces self-balancing trees by implementing AVL tree insertion. AVL trees automatically maintain height balance, which is critical in high-performance systems. Step by step, insert nodes and perform required rotations based on balance factors. Hint: Track height difference between subtrees.",AVL tree remains balanced after insertion,"Correct rotations, balance factor handling"
DS-H-007,Hard,Implement AVL Tree Rotations,"In this task, you will implement left, right, left-right, and right-left rotations used in AVL trees. Understanding rotations is essential for self-balancing structures. Step by step, adjust pointers and heights during rotations. Hint: Test rotations independently before integration.",All AVL rotations function correctly,"Correct pointer updates, rotation accuracy"
DS-H-008,Hard,Check Balance Factor of AVL Tree,"This task focuses on calculating and validating the balance factor of nodes in an AVL tree. Balance checking ensures tree remains height-balanced. Step by step, compute heights of subtrees and determine balance factor. Hint: Balance factor = height(left) - height(right).",Correct balance factor computed,"Accurate height calculation, correct formula usage"
DS-H-009,Hard,Implement Heap Sort Algorithm,"In this task, you will implement heap sort using a binary heap. Heap sort is an efficient comparison-based sorting algorithm used in system-level applications. Step by step, build a heap and repeatedly extract maximum or minimum element. Hint: Heapify array before sorting.",Array sorted correctly using heap sort,"Correct heap construction, sorting accuracy"
DS-H-010,Hard,Build Priority Queue Using Heap,"This task requires implementing a priority queue using a heap data structure. Priority queues are used in scheduling, simulations, and networking. Step by step, implement enqueue with priority and dequeue highest priority element. Hint: Higher priority should be served first.",Priority queue operations work correctly,"Correct priority handling, heap integrity"
DS-H-011,Hard,Implement Graph Using Adjacency List,"In this task, you will implement a graph using an adjacency list representation. Graphs model real-world networks such as social media and routing systems. Step by step, define vertex structure and store neighbors efficiently. Hint: Use lists for each vertex.",Graph adjacency list created successfully,"Correct representation, memory efficiency"
DS-H-012,Hard,Detect Cycle in Undirected Graph,"This task focuses on detecting cycles in an undirected graph. Cycle detection is essential in dependency resolution systems. Step by step, use DFS and track visited nodes and parent. Hint: Ignore parent node during DFS.",Cycle detection result correct,"Accurate DFS logic, correct parent handling"
DS-H-013,Hard,Detect Cycle in Directed Graph,"In this task, you will detect cycles in a directed graph using recursion stack or coloring method. Cycle detection is important in task scheduling systems. Step by step, track visited and recursion stack states. Hint: Back-edge indicates a cycle.",Directed cycle correctly detected,"Correct use of recursion stack, logical flow"
DS-H-014,Hard,Implement Topological Sorting Using DFS,"This task requires implementing topological sorting for a Directed Acyclic Graph (DAG). Topological order is used in build systems and scheduling. Step by step, perform DFS and push nodes to stack after visiting neighbors. Hint: Only works for DAGs.",Valid topological order generated,"Correct DFS logic, order correctness"
DS-H-015,Hard,Implement Topological Sorting Using Kahn’s Algorithm,"In this task, you will implement topological sorting using Kahn’s algorithm based on indegree counting. This approach is widely used in real systems. Step by step, calculate indegrees and process zero-indegree nodes. Hint: Use queue for processing.",Topological order generated correctly,"Correct indegree calculation, queue usage"
DS-H-016,Hard,Implement Shortest Path Using BFS,"This task focuses on finding the shortest path in an unweighted graph using BFS. Shortest path algorithms are used in routing and navigation systems. Step by step, maintain distance array and queue. Hint: BFS guarantees shortest path in unweighted graphs.",Shortest path distances computed,"Correct BFS traversal, accurate distances"
DS-H-017,Hard,Implement Dijkstra’s Algorithm,"In this task, you will implement Dijkstra’s algorithm to find shortest paths in a weighted graph. This algorithm is widely used in GPS and network routing. Step by step, use a priority queue to select minimum distance node. Hint: Dijkstra does not support negative weights.",Shortest paths computed correctly,"Correct algorithm implementation, efficiency"
DS-H-018,Hard,Implement Bellman-Ford Algorithm,"This task introduces the Bellman-Ford algorithm for graphs with negative weights. It is used in systems where edge costs can be negative. Step by step, relax edges repeatedly and check for negative cycles. Hint: Perform V-1 iterations.",Correct shortest paths or negative cycle detected,"Correct relaxation logic, cycle detection"
DS-H-019,Hard,Implement Floyd-Warshall Algorithm,"In this task, you will implement Floyd-Warshall algorithm to compute all-pairs shortest paths. This algorithm is useful in dense graphs. Step by step, update distance matrix using dynamic programming. Hint: Triple nested loops required.",All-pairs shortest paths computed,"Correct DP logic, matrix updates"
DS-H-020,Hard,Implement Disjoint Set (Union-Find) Data Structure,"This task focuses on implementing the Disjoint Set data structure used in network connectivity and Kruskal’s algorithm. Step by step, implement find and union operations with path compression. Hint: Path compression improves efficiency.",Union-Find operations work correctly,"Correct parent tracking, optimized operations"
DS-H-021,Hard,Detect Cycle Using Union-Find,"In this task, you will use the Union-Find structure to detect cycles in an undirected graph. This approach is efficient for large graphs. Step by step, process edges and check root parents. Hint: Cycle exists if two vertices share same root.",Cycle detection accurate,"Correct Union-Find usage, efficiency"
DS-H-022,Hard,Implement Minimum Spanning Tree Using Kruskal’s Algorithm,"This task requires building a Minimum Spanning Tree (MST) using Kruskal’s algorithm. MSTs are used in network design and optimization. Step by step, sort edges and apply Union-Find to avoid cycles. Hint: Choose smallest edge first.",MST constructed correctly,"Correct edge selection, no cycles"
DS-H-023,Hard,Implement Minimum Spanning Tree Using Prim’s Algorithm,"In this task, you will implement Prim’s algorithm to find MST. Prim’s algorithm grows the tree incrementally. Step by step, use a priority queue to select minimum edge. Hint: Start from any vertex.",MST generated successfully,"Correct priority queue usage, accurate MST"
DS-H-024,Hard,Implement Trie Data Structure,"This task focuses on implementing a Trie for efficient string storage and retrieval. Tries are used in autocomplete systems and dictionaries. Step by step, create nodes for characters and mark word endings. Hint: Each node represents a character.",Trie supports insert and search,"Correct structure, efficient operations"
DS-H-025,Hard,Search Words in Trie,"In this task, you will implement word search functionality in a Trie. Searching efficiently is critical in text-processing systems. Step by step, traverse Trie nodes based on characters. Hint: Check end-of-word flag.",Word search works correctly,"Accurate traversal, correct results"
DS-H-026,Hard,Implement Hash Table with Chaining,"This task introduces hash tables using chaining to handle collisions. Hash tables are core components in caches and databases. Step by step, design hash function and linked list buckets. Hint: Good hash functions reduce collisions.",Hash table with chaining works,"Collision handling, efficient access"
DS-H-027,Hard,Implement Hash Table with Open Addressing,"In this task, you will implement a hash table using open addressing. This approach resolves collisions by probing. Step by step, implement linear or quadratic probing. Hint: Handle table full condition.",Hash table stores and retrieves correctly,"Correct probing logic, collision resolution"
DS-H-028,Hard,Compare Chaining and Open Addressing,"This task focuses on comparing two hash collision resolution techniques. Step by step, analyze memory usage, performance, and complexity. Hint: Consider load factor impact.",Comparison explained clearly,"Depth of analysis, correctness"
DS-H-029,Hard,Implement LRU Cache Using Data Structures,"In this task, you will implement a Least Recently Used (LRU) cache using a combination of hash map and doubly linked list. LRU caches are used in operating systems and web browsers. Step by step, update usage order on access. Hint: Most recently used moves to front.",LRU cache functions correctly,"Correct eviction policy, efficient operations"
DS-H-030,Hard,Design Real-World Problem Using Appropriate Data Structures,"This task requires designing a solution to a real-world problem by selecting appropriate data structures. Step by step, analyze the problem, justify your choices, and implement a basic solution. Hint: Choose structures based on access and update needs.",Problem solved using suitable data structures,"Correct structure selection, logical reasoning"
DS-H-031,Hard,Implement Segment Tree for Range Sum Queries,"In this task, you will implement a Segment Tree to efficiently handle range sum queries on an array. Segment trees are widely used in competitive programming and real-world systems where frequent range queries and updates are required. Step by step, you must build the segment tree from an input array, implement a function to query the sum of elements within a given range, and optionally support point updates. Hint: Each node of the segment tree represents a range of the array.",Segment tree correctly answers range sum queries,"Correct tree construction, accurate query results, efficient time complexity"
DS-H-032,Hard,Implement Segment Tree with Range Updates,"This task extends the segment tree by supporting range updates along with queries. This is important for systems that require bulk updates efficiently. Step by step, enhance the segment tree to update values in a range and reflect changes in queries. Hint: Consider lazy propagation to optimize updates.",Segment tree supports range updates correctly,"Correct lazy propagation logic, efficient updates and queries"
DS-H-033,Hard,Implement Fenwick Tree (Binary Indexed Tree),"In this task, you will implement a Fenwick Tree to perform prefix sum queries efficiently. Fenwick Trees are simpler alternatives to segment trees in many applications. Step by step, build the tree, implement update and query operations. Hint: Use index manipulation with bitwise operations.",Fenwick tree operations work correctly,"Correct index handling, accurate prefix sums"
DS-H-034,Hard,Compare Segment Tree and Fenwick Tree,"This task requires comparing segment trees and Fenwick trees in terms of complexity, memory usage, and use cases. Step by step, analyze scenarios where each structure is preferable. Hint: Segment trees are more flexible, Fenwick trees are simpler.",Clear comparison provided,"Depth of analysis, correctness of comparison"
DS-H-035,Hard,Implement Graph Using Adjacency Matrix,"In this task, you will implement a graph using an adjacency matrix representation. This representation is useful for dense graphs. Step by step, create a matrix and populate edges based on input. Hint: Matrix size depends on number of vertices.",Adjacency matrix graph created,"Correct matrix initialization, accurate edge representation"
DS-H-036,Hard,Implement Strongly Connected Components (Kosaraju’s Algorithm),"This task focuses on finding strongly connected components in a directed graph using Kosaraju’s algorithm. SCCs are important in program analysis and network connectivity. Step by step, perform DFS, reverse the graph, and run DFS again. Hint: Order of traversal matters.",Strongly connected components identified,"Correct DFS order, accurate SCC detection"
DS-H-037,Hard,Implement Strongly Connected Components (Tarjan’s Algorithm),"In this task, you will implement Tarjan’s algorithm to find strongly connected components in a graph using a single DFS traversal. Step by step, track discovery times and low-link values. Hint: Use a stack to track active nodes.",SCCs detected using Tarjan’s algorithm,"Correct low-link logic, stack management"
DS-H-038,Hard,Implement Bipartite Graph Check,"This task requires checking whether a graph is bipartite. Bipartite graphs are used in matching problems. Step by step, color vertices using BFS or DFS and ensure no two adjacent vertices share the same color. Hint: Two-coloring logic is key.",Graph bipartiteness determined correctly,"Correct coloring logic, traversal accuracy"
DS-H-039,Hard,Implement Graph Coloring Algorithm,"In this task, you will implement a graph coloring algorithm to minimize colors such that no adjacent vertices share the same color. This is used in scheduling and resource allocation problems. Step by step, assign colors based on constraints. Hint: Greedy approach is acceptable.",Graph colored correctly,"Correct color assignment, constraint handling"
DS-H-040,Hard,Implement Backtracking for N-Queens Problem,"This task introduces backtracking by solving the N-Queens problem. Backtracking is essential for constraint satisfaction problems. Step by step, place queens row by row and backtrack when conflicts occur. Hint: Check columns and diagonals for safety.",Valid N-Queens solutions generated,"Correct backtracking logic, valid placements"
DS-H-041,Hard,Implement Backtracking for Sudoku Solver,"In this task, you will implement a Sudoku solver using backtracking. This problem demonstrates recursion and constraint checking. Step by step, fill empty cells while maintaining Sudoku rules. Hint: Try numbers 1–9 and backtrack if invalid.",Sudoku solved correctly,"Correct recursion, constraint validation"
DS-H-042,Hard,Implement Matrix Chain Multiplication (DP),"This task focuses on solving the Matrix Chain Multiplication problem using dynamic programming. This problem optimizes multiplication order to reduce operations. Step by step, compute cost matrix using DP. Hint: Optimal substructure is key.",Minimum multiplication cost computed,"Correct DP formulation, accurate result"
DS-H-043,Hard,Implement Longest Common Subsequence (LCS),"In this task, you will implement the Longest Common Subsequence algorithm using dynamic programming. LCS is used in diff tools and DNA sequence analysis. Step by step, build DP table and reconstruct sequence. Hint: Compare characters and build table.",Correct LCS length and sequence,"Correct DP logic, accurate reconstruction"
DS-H-044,Hard,Implement Longest Increasing Subsequence (LIS),"This task requires implementing the Longest Increasing Subsequence algorithm. LIS is used in sequence analysis and optimization problems. Step by step, use DP or optimized approach. Hint: Patience sorting improves performance.",Correct LIS length computed,"Correct algorithm, optimal complexity"
DS-H-045,Hard,Implement 0/1 Knapsack Problem,"In this task, you will solve the 0/1 Knapsack problem using dynamic programming. This problem models resource allocation scenarios. Step by step, build DP table based on weight and value. Hint: Choose max of including or excluding item.",Optimal knapsack value computed,"Correct DP logic, optimal selection"
DS-H-046,Hard,Implement Coin Change Problem,"This task focuses on solving the coin change problem using dynamic programming. Coin change is common in financial systems. Step by step, calculate minimum coins required. Hint: Initialize DP with large values.",Correct minimum coin count,Accurate DP transitions
DS-H-047,Hard,Implement Edit Distance Algorithm,"In this task, you will implement edit distance (Levenshtein distance) algorithm. This is used in spell checkers and text matching. Step by step, compute DP table for insert, delete, replace. Hint: Choose minimum operation cost.",Correct edit distance computed,"Correct DP logic, accurate result"
DS-H-048,Hard,Implement Rabin-Karp String Matching,"This task introduces string matching using hashing. Rabin-Karp is used in plagiarism detection systems. Step by step, compute rolling hash and compare substrings. Hint: Handle hash collisions carefully.",Pattern matches detected correctly,"Correct hashing, collision handling"
DS-H-049,Hard,Implement KMP String Matching Algorithm,"In this task, you will implement the Knuth-Morris-Pratt algorithm for efficient string matching. This avoids redundant comparisons. Step by step, compute LPS array and perform matching. Hint: Preprocessing pattern is essential.",Pattern found efficiently,"Correct LPS computation, matching logic"
DS-H-050,Hard,Design Efficient String Search System,"This task requires designing a complete string search system using appropriate algorithms. Step by step, justify algorithm choice and implement core logic. Hint: Combine multiple string algorithms if needed.",Efficient string search system,"Algorithm selection, performance reasoning"
DS-H-051,Hard,"Implement Sliding Window Technique""","In this task, you will implement the sliding window technique to solve array or string problems efficiently. Sliding window is widely used in performance-critical applications. Step by step, maintain window boundaries and update results dynamically. Hint: Expand and shrink window carefully.",Correct sliding window results,"Efficient logic, correct window management"
DS-H-052,Hard,"Implement Two-Pointer Technique""","This task focuses on solving problems using the two-pointer technique. This technique reduces time complexity in sorted data scenarios. Step by step, move pointers based on conditions. Hint: Start from both ends when appropriate.",Correct two-pointer solution,"Correct pointer movement, optimal complexity"
DS-H-053,Hard,"Implement Divide and Conquer Algorithm""","In this task, you will design a solution using divide and conquer approach. This approach breaks problems into smaller subproblems. Step by step, divide input, solve recursively, and combine results. Hint: Merge sort follows this pattern.",Correct divide and conquer solution,"Proper recursion, correct combination logic"
DS-H-054,Hard,Implement Merge Sort Algorithm,"This task focuses on implementing merge sort using divide and conquer. Merge sort is efficient and stable. Step by step, split array and merge sorted halves. Hint: Use auxiliary array for merging.",Array sorted correctly using merge sort,Correct splitting and merging logic
DS-H-055,Hard,Implement Quick Sort Algorithm,"In this task, you will implement quick sort algorithm. Quick sort is widely used due to its average efficiency. Step by step, select pivot and partition array. Hint: Choose pivot carefully to avoid worst case.",Array sorted using quick sort,"Correct partitioning, recursion handling"
DS-H-056,Hard,Analyze Worst-Case of Quick Sort,"This task requires analyzing the worst-case time complexity of quick sort and how to avoid it. Step by step, explain scenarios and improvements. Hint: Randomized pivot helps.",Worst-case analysis explained,Correct complexity reasoning
DS-H-057,Hard,Implement Randomized Quick Sort,"In this task, you will implement randomized quick sort to reduce worst-case probability. Step by step, randomize pivot selection. Hint: Randomization improves average performance.",Randomized quick sort works correctly,"Correct randomness usage, sorting accuracy"
DS-H-058,Hard,Implement Binary Search on Rotated Sorted Array,"This task focuses on searching in a rotated sorted array. This problem improves binary search logic. Step by step, identify sorted half and narrow search. Hint: One half is always sorted.",Correct search result returned,Efficient binary search logic
DS-H-059,Hard,Implement Median of Two Sorted Arrays,"In this task, you will find the median of two sorted arrays efficiently. This problem tests advanced searching techniques. Step by step, use binary search partitioning. Hint: Divide arrays carefully.",Correct median calculated,"Optimal complexity, correct logic"
DS-H-060,Hard,Design Efficient Data Processing Pipeline Using Data Structures,"This task requires designing a data processing pipeline using multiple data structures. Step by step, justify structure choices and implement key components. Hint: Combine queues, stacks, and trees as needed.",Efficient pipeline design,"Appropriate data structure usage, logical flow"
DS-H-061,Hard,Implement Sparse Matrix Representation,"In this task, you will implement an efficient representation of a sparse matrix where most elements are zero. Sparse matrices are used in scientific computing and memory-optimized systems. Step by step, store only non-zero elements using an appropriate data structure such as lists or maps, and implement display logic. Hint: Avoid storing zero values to save memory.",Sparse matrix represented efficiently,"Correct identification of non-zero elements, memory-efficient storage"
DS-H-062,Hard,Perform Sparse Matrix Addition,"This task focuses on adding two sparse matrices efficiently. This operation is important in scientific and engineering applications. Step by step, traverse stored non-zero elements and compute the sum without converting to dense matrices. Hint: Match row and column indices.",Correct sparse matrix addition result,"Accurate computation, efficient traversal"
DS-H-063,Hard,Implement Polynomial Representation Using Linked List,"In this task, you will represent a polynomial using a linked list. Polynomial operations are common in symbolic computation. Step by step, store coefficients and powers in nodes and display polynomial expression. Hint: Keep terms ordered by power.",Polynomial represented correctly,"Correct node structure, ordered representation"
DS-H-064,Hard,Perform Polynomial Addition Using Linked Lists,"This task requires adding two polynomials represented as linked lists. Step by step, compare powers and sum coefficients. Hint: Traverse both lists simultaneously.",Correct polynomial addition output,"Accurate coefficient calculation, correct traversal"
DS-H-065,Hard,Implement Polynomial Multiplication Using Linked Lists,"In this task, you will multiply two polynomials using linked lists. This task strengthens nested traversal logic. Step by step, multiply each term and combine like powers. Hint: Use temporary list for accumulation.",Correct polynomial multiplication result,"Correct multiplication logic, efficient combination"
DS-H-066,Hard,Implement Circular Linked List with Operations,"This task focuses on implementing a circular linked list with insertion, deletion, and traversal. Circular lists are used in scheduling systems. Step by step, ensure last node points to head. Hint: Be careful with termination conditions.",Circular linked list works correctly,"Correct circular links, stable operations"
DS-H-067,Hard,Implement Josephus Problem Using Circular Linked List,"In this task, you will solve the Josephus problem using a circular linked list. This problem tests traversal and deletion logic. Step by step, simulate elimination process. Hint: Count nodes carefully.",Correct survivor identified,"Accurate simulation, correct logic"
DS-H-068,Hard,Implement Skip List Data Structure,"This task introduces skip lists, which provide fast search, insertion, and deletion. Skip lists are probabilistic alternatives to balanced trees. Step by step, implement multiple levels and random promotion. Hint: Randomization controls height.",Skip list operations work correctly,"Correct level management, efficient operations"
DS-H-069,Hard,Implement Bloom Filter,"In this task, you will implement a Bloom filter for fast membership testing. Bloom filters are used in caching and databases. Step by step, apply multiple hash functions and bit arrays. Hint: False positives are allowed.",Bloom filter membership test works,"Correct hashing, space efficiency"
DS-H-070,Hard,Analyze False Positives in Bloom Filter,"This task focuses on analyzing false positives in a Bloom filter. Step by step, explain why they occur and how parameters affect probability. Hint: More hash functions reduce false positives.",Analysis of false positives explained,"Depth of analysis, correctness"
DS-H-071,Hard,Implement Graph Shortest Path Using A* Algorithm,"In this task, you will implement the A* search algorithm for finding shortest paths. A* is widely used in games and navigation systems. Step by step, combine cost and heuristic functions. Hint: Heuristic must be admissible.",A* algorithm finds shortest path,"Correct heuristic usage, optimal path"
DS-H-072,Hard,Design Custom Heuristic for A* Algorithm,"This task requires designing a heuristic function for A* algorithm. Step by step, justify heuristic choice and test correctness. Hint: Heuristic should not overestimate.",Valid heuristic designed,"Correct heuristic properties, justification"
DS-H-073,Hard,Implement Trie-Based Autocomplete System,"In this task, you will build an autocomplete system using a Trie. Autocomplete is used in search engines and editors. Step by step, insert words and return suggestions for prefixes. Hint: Traverse Trie to prefix node.",Autocomplete suggestions generated,"Correct prefix matching, efficient traversal"
DS-H-074,Hard,Implement Suffix Array Construction,"This task introduces suffix arrays for efficient string processing. Suffix arrays are used in text search systems. Step by step, generate suffixes and sort them. Hint: Store starting indices.",Suffix array constructed correctly,"Correct suffix ordering, accuracy"
DS-H-075,Hard,Implement Longest Repeated Substring Using Suffix Array,"In this task, you will find the longest repeated substring using suffix array. This problem is used in data compression. Step by step, compare adjacent suffixes. Hint: Longest common prefix helps.",Longest repeated substring identified,"Correct LCP logic, accurate result"
DS-H-076,Hard,Implement Cartesian Tree,"This task focuses on building a Cartesian Tree from an array. Cartesian trees are used in RMQ problems. Step by step, maintain heap property and inorder traversal. Hint: Use stack-based construction.",Cartesian tree built correctly,"Correct tree structure, property maintenance"
DS-H-077,Hard,Implement Range Minimum Query Using Sparse Table,"In this task, you will implement RMQ using sparse table technique. This is used for fast static range queries. Step by step, precompute intervals and answer queries in O(1). Hint: Preprocessing is key.",RMQ queries answered correctly,"Correct preprocessing, fast queries"
DS-H-078,Hard,Implement Heavy-Light Decomposition (Conceptual),"This task introduces heavy-light decomposition for trees. It is used in advanced tree queries. Step by step, decompose tree into heavy and light paths conceptually. Hint: Focus on idea, not full code.",HLD concept clearly explained,"Concept understanding, clarity"
DS-H-079,Hard,Implement Mo’s Algorithm (Conceptual),"In this task, you will study and explain Mo’s algorithm for offline range queries. This algorithm optimizes query ordering. Step by step, explain block decomposition. Hint: Query reordering reduces updates.",Mo’s algorithm explained clearly,"Concept depth, correctness"
DS-H-080,Hard,Implement Persistent Data Structure (Conceptual),"This task focuses on understanding persistent data structures that preserve previous versions. Used in versioned systems. Step by step, explain immutability and versioning. Hint: Functional structures help.",Persistent structure concept explained,"Concept clarity, real-world relevance"
DS-H-081,Hard,Implement Thread-Safe Stack Using Data Structures,"In this task, you will design a thread-safe stack. Concurrency-safe structures are critical in systems programming. Step by step, ensure safe push/pop operations. Hint: Synchronization is required.",Thread-safe stack works correctly,"Correct synchronization, data integrity"
DS-H-082,Hard,Design Lock-Free Data Structure (Conceptual),"This task introduces lock-free data structure concepts. Lock-free designs improve concurrency performance. Step by step, explain atomic operations usage. Hint: CAS operations are key.",Lock-free design explained,"Concurrency understanding, correctness"
DS-H-083,Hard,Implement Graph Matching Algorithm (Conceptual),"In this task, you will study bipartite graph matching. Matching algorithms are used in job allocation systems. Step by step, explain matching logic. Hint: Hungarian or Hopcroft-Karp.",Matching concept explained,Algorithm understanding
DS-H-084,Hard,Design Data Structure for Real-Time Analytics,"This task focuses on designing data structures for real-time analytics systems. Step by step, choose structures for streaming data. Hint: Think queues and hash maps.",Real-time analytics design,Appropriate structure selection
DS-H-085,Hard,Implement Sliding Window Maximum Problem,"In this task, you will solve sliding window maximum using deque. This is used in signal processing. Step by step, maintain decreasing deque. Hint: Remove smaller elements.",Correct maximums computed,Efficient deque usage
DS-H-086,Hard,Implement Order Statistics Tree (Conceptual),"This task introduces order statistics trees used for rank queries. Step by step, explain size augmentation. Hint: Store subtree sizes.",Order statistics concept explained,Concept clarity
DS-H-087,Hard,Design Memory-Efficient Data Structure,"In this task, you will design a data structure optimized for minimal memory usage. Step by step, justify design decisions. Hint: Avoid redundancy.",Memory-efficient design presented,Optimization reasoning
DS-H-088,Hard,Implement Custom Cache Eviction Policy,"This task requires designing a cache with custom eviction policy. Step by step, define eviction rules. Hint: FIFO, LFU, or hybrid.",Cache eviction works as designed,Correct eviction logic
DS-H-089,Hard,Conduct Complexity Analysis of Advanced Data Structures,"In this task, you will analyze time and space complexity of advanced data structures used so far. Step by step, compare operations. Hint: Focus on worst-case.",Comprehensive complexity analysis,"Accuracy, depth of analysis"
DS-H-090,Hard,Final Data Structures Capstone Project,"This final task represents a complete data structures capstone project. You must design, implement, document, and test a system using multiple data structures learned during the internship. This task simulates real-world expectations from a data structures intern. Hint: Treat this as a production-level project.",Fully functional data-structure-based system,"Overall correctness, design quality, completeness"
